0E6EB003-3855-11E8-BF66-D9AA8AFF4A69	SUBJECT_PROCESS	86884D50-8178-C85E-B881-DD1DBEC840E8	FILE_OBJECT_FILE	EVENT_CLOSE	1522879860029484279
0E6EB003-3855-11E8-BF66-D9AA8AFF4A69	SUBJECT_PROCESS	B114913B-16CD-B458-8D16-B74788B45D44	FILE_OBJECT_FILE	EVENT_CLOSE	1522879860029484279
0E6EB003-3855-11E8-BF66-D9AA8AFF4A69	SUBJECT_PROCESS	CD204246-BE13-543C-8E13-E90F7F4C86C8	UnnamedPipeObject	EVENT_CREATE_OBJECT	1522879860029484279
0E6EB003-3855-11E8-BF66-D9AA8AFF4A69	SUBJECT_PROCESS	68BD96E1-0FB0-5CCB-A98F-37D2DBEB30B3	UnnamedPipeObject	EVENT_CREATE_OBJECT	1522879860029484279
0E6EB003-3855-11E8-BF66-D9AA8AFF4A69	SUBJECT_PROCESS	0E6EEF91-3855-11E8-BF66-D9AA8AFF4A69	SUBJECT_PROCESS	EVENT_FORK	1522879860029484279
0E6EEF91-3855-11E8-BF66-D9AA8AFF4A69	SUBJECT_PROCESS	0E6F038D-3855-11E8-BF66-D9AA8AFF4A69	FILE_OBJECT_UNIX_SOCKET	EVENT_CONNECT	1522879860029484279
0E6EEF91-3855-11E8-BF66-D9AA8AFF4A69	SUBJECT_PROCESS	0E6F038D-3855-11E8-BF66-D9AA8AFF4A69	FILE_OBJECT_UNIX_SOCKET	EVENT_SENDTO	1522879860029484279
70C1D4CB-3678-11E8-BF66-D9AA8AFF4A69	SUBJECT_PROCESS	70C1A076-3678-11E8-BF66-D9AA8AFF4A69	FILE_OBJECT_UNIX_SOCKET	EVENT_RECVFROM	1522879860029484279
70C1D4CB-3678-11E8-BF66-D9AA8AFF4A69	SUBJECT_PROCESS	FA57AA1F-F7AD-F658-ADF7-2F6018F6DE7C	FILE_OBJECT_FILE	EVENT_WRITE	1522879860029484279
0E6EEF91-3855-11E8-BF66-D9AA8AFF4A69	SUBJECT_PROCESS	0E6F038D-3855-11E8-BF66-D9AA8AFF4A69	FILE_OBJECT_UNIX_SOCKET	EVENT_CLOSE	1522879860029484279
0E6EEF91-3855-11E8-BF66-D9AA8AFF4A69	SUBJECT_PROCESS	1633500B-D34B-8058-8BD3-ABB7D880915E	FILE_OBJECT_FILE	EVENT_CLOSE	1522879860029484279
0E6EEF91-3855-11E8-BF66-D9AA8AFF4A69	SUBJECT_PROCESS	1633500B-D34B-8058-8BD3-ABB7D880915E	FILE_OBJECT_FILE	EVENT_CLOSE	1522879860029484279
0E6EEF91-3855-11E8-BF66-D9AA8AFF4A69	SUBJECT_PROCESS	1633500B-D34B-8058-8BD3-ABB7D880915E	FILE_OBJECT_FILE	EVENT_CLOSE	1522879860029484279
0E6EEF91-3855-11E8-BF66-D9AA8AFF4A69	SUBJECT_PROCESS	90139085-37D9-7553-9937-CFE3D375E971	FILE_OBJECT_FILE	EVENT_OPEN	1522879860039488027
0E6EEF91-3855-11E8-BF66-D9AA8AFF4A69	SUBJECT_PROCESS	90139085-37D9-7553-9937-CFE3D375E971	FILE_OBJECT_FILE	EVENT_READ	1522879860039488027
0E6EEF91-3855-11E8-BF66-D9AA8AFF4A69	SUBJECT_PROCESS	90139085-37D9-7553-9937-CFE3D375E971	FILE_OBJECT_FILE	EVENT_READ	1522879860039488027
0E6EEF91-3855-11E8-BF66-D9AA8AFF4A69	SUBJECT_PROCESS	90139085-37D9-7553-9937-CFE3D375E971	FILE_OBJECT_FILE	EVENT_READ	1522879860039488027
0E6EEF91-3855-11E8-BF66-D9AA8AFF4A69	SUBJECT_PROCESS	90139085-37D9-7553-9937-CFE3D375E971	FILE_OBJECT_FILE	EVENT_READ	1522879860039488027
